2	1	38	29
3	1	5	29
4	1	36	29
5	1	23	29
6	1	18	29
7	1	7	29
8	1	10	29
9	1	18	29
10	1	22	29
11	1	15	29
12	1	31	29
13	1	36	29
14	1	30	29
15	1	17	29
16	1	25	29
17	1	26	29
18	1	6	29
19	1	20	29
20	1	13	29
21	1	24	29
22	1	38	29
23	1	18	29
24	1	2	29
25	1	38	29
26	1	37	29
27	1	15	29
28	1	11	29
29	1	32	29
30	1	21	29
31	1	23	29
32	1	28	29
33	1	4	29
34	1	35	29
35	1	38	29
36	1	4	29
37	1	34	29
38	1	37	29
39	1	1	29
40	1	21	29
41	1	27	29
42	1	16	29
43	1	26	29
44	1	31	29
45	1	24	29
46	1	26	29
47	1	12	29
48	1	34	29
49	1	18	29
50	1	26	29
