2	1	18	195
3	1	37	195
4	1	26	195
5	1	40	195
6	1	24	195
7	1	34	195
8	1	19	195
9	1	22	195
10	1	8	195
11	1	26	195
12	1	39	195
13	1	22	195
14	1	20	195
15	1	32	195
16	1	4	195
17	1	36	195
18	1	1	195
19	1	21	195
20	1	28	195
21	1	23	195
22	1	20	195
23	1	13	195
24	1	25	195
25	1	37	195
26	1	28	195
27	1	38	195
28	1	4	195
29	1	21	195
30	1	5	195
31	1	22	195
32	1	28	195
33	1	6	195
34	1	32	195
35	1	16	195
36	1	36	195
37	1	13	195
38	1	3	195
39	1	9	195
40	1	4	195
41	1	39	195
42	1	1	195
43	1	5	195
44	1	1	195
45	1	9	195
46	1	1	195
47	1	26	195
48	1	21	195
49	1	10	195
50	1	8	195
