2	1	34	20
3	1	27	20
4	1	40	20
5	1	40	20
6	1	11	20
7	1	25	20
8	1	30	20
9	1	20	20
10	1	34	20
11	1	8	20
12	1	5	20
13	1	1	20
14	1	7	20
15	1	22	20
16	1	21	20
17	1	16	20
18	1	13	20
19	1	1	20
20	1	33	20
21	1	26	20
22	1	18	20
23	1	10	20
24	1	33	20
25	1	33	20
26	1	35	20
27	1	19	20
28	1	39	20
29	1	34	20
30	1	4	20
31	1	10	20
32	1	33	20
33	1	17	20
34	1	19	20
35	1	39	20
36	1	39	20
37	1	31	20
38	1	23	20
39	1	37	20
40	1	20	20
41	1	7	20
42	1	14	20
43	1	12	20
44	1	23	20
45	1	3	20
46	1	3	20
47	1	7	20
48	1	38	20
49	1	33	20
50	1	29	20
