2	1	6	144
3	1	19	144
4	1	27	144
5	1	35	144
6	1	20	144
7	1	2	144
8	1	13	144
9	1	26	144
10	1	32	144
11	1	12	144
12	1	20	144
13	1	33	144
14	1	24	144
15	1	22	144
16	1	14	144
17	1	17	144
18	1	32	144
19	1	14	144
20	1	19	144
21	1	15	144
22	1	28	144
23	1	23	144
24	1	27	144
25	1	20	144
26	1	16	144
27	1	20	144
28	1	3	144
29	1	17	144
30	1	39	144
31	1	32	144
32	1	30	144
33	1	31	144
34	1	31	144
35	1	34	144
36	1	31	144
37	1	40	144
38	1	5	144
39	1	16	144
40	1	20	144
41	1	11	144
42	1	2	144
43	1	39	144
44	1	30	144
45	1	6	144
46	1	6	144
47	1	29	144
48	1	16	144
49	1	4	144
50	1	17	144
