2	1	34	20
3	1	27	20
4	1	40	20
5	1	40	20
6	1	11	20
7	1	25	20
8	1	30	20
9	1	20	20
10	1	34	20
11	1	8	20
12	1	5	20
13	1	1	20
14	1	7	20
15	1	22	20
16	1	21	20
17	1	16	20
18	1	13	20
19	1	1	20
20	1	33	20
21	1	26	20
22	1	18	20
23	1	10	20
24	1	33	20
25	1	33	20
26	1	35	20
27	1	19	20
28	1	39	20
29	1	34	20
30	1	4	20
31	1	10	20
32	1	33	20
33	1	17	20
34	1	19	20
35	1	39	20
36	1	39	20
37	1	31	20
38	1	23	20
39	1	37	20
40	1	20	20
41	1	7	20
42	1	14	20
43	1	12	20
44	1	23	20
45	1	3	20
46	1	3	20
47	1	7	20
48	1	38	20
49	1	33	20
50	1	29	20
51	1	16	102
52	1	16	102
53	1	11	102
54	1	34	102
55	1	40	102
56	1	26	102
57	1	29	102
58	1	38	102
59	1	28	102
60	1	23	102
61	1	16	102
62	1	26	102
63	1	15	102
64	1	17	102
65	1	15	102
66	1	19	102
67	1	21	102
68	1	37	102
69	1	9	102
70	1	14	102
71	1	34	20
72	1	34	20
73	1	27	20
74	1	40	20
75	1	40	20
76	1	11	20
77	1	25	20
78	1	30	20
79	1	20	20
80	1	34	20
81	1	8	20
82	1	5	20
83	1	1	20
84	1	7	20
85	1	22	20
86	1	21	20
87	1	16	20
88	1	13	20
89	1	1	20
90	1	33	20
91	1	26	20
92	1	18	20
93	1	10	20
94	1	33	20
95	1	33	20
96	1	35	20
97	1	19	20
98	1	39	20
99	1	34	20
100	1	4	20
101	1	10	20
102	1	33	20
103	1	17	20
104	1	19	20
105	1	39	20
106	1	39	20
107	1	31	20
108	1	23	20
109	1	37	20
110	1	20	20
111	1	7	20
112	1	14	20
113	1	12	20
114	1	23	20
115	1	3	20
116	1	3	20
117	1	7	20
118	1	38	20
119	1	33	20
120	1	29	20
121	1	16	102
122	1	16	102
123	1	11	102
124	1	34	102
125	1	40	102
126	1	26	102
127	1	29	102
128	1	38	102
129	1	28	102
130	1	23	102
131	1	16	102
132	1	26	102
133	1	15	102
134	1	17	102
135	1	15	102
136	1	19	102
137	1	21	102
138	1	37	102
139	1	9	102
140	1	14	102
